policy_id,simple_question,risk_category,source,created_at,similarity
EU_AI_Act_Art_34_2,What are the obligations regarding Notified bodies shall avoid unnecessary burdens for providers?,Low Risk,template,2025-11-11T12:52:39.411531,0.64
EU_AI_Act_Art_34_2,Can we process Notified bodies shall avoid unnecessary burdens for providers data under this law?,Low Risk,template,2025-11-11T12:52:39.411547,0.582
EU_AI_Act_Art_34_2,Who is responsible for ensuring Notified bodies shall avoid unnecessary burdens for providers compliance?,Low Risk,template,2025-11-11T12:52:39.411576,0.663
EU_AI_Act_Art_34_2,Does this law prohibit Notified bodies shall avoid unnecessary burdens for providers?,Low Risk,template,2025-11-11T12:52:39.411592,0.584
EU_AI_Act_Art_34_2,What penalties apply if Notified bodies shall avoid unnecessary burdens for providers is violated?,Low Risk,template,2025-11-11T12:52:39.411608,0.604
EU_AI_Act_Art_34_2,How can we meet EU_AI_Act_Art_34_2 requirements on Notified bodies shall avoid unnecessary burdens for providers?,Low Risk,template,2025-11-11T12:52:39.411642,0.745
EU_AI_Act_Art_34_3,What does EU_AI_Act_Art_34_3 say about Notified bodies shall make available and submit upon?,Low Risk,template,2025-11-11T12:52:39.833034,0.709
EU_AI_Act_Art_34_3,Do we need to comply with EU_AI_Act_Art_34_3 when handling Notified bodies shall make available and submit upon?,Low Risk,template,2025-11-11T12:52:39.833068,0.636
EU_AI_Act_Art_34_3,Is Notified bodies shall make available and submit upon allowed under the EU_AI_Act_Art_34_3?,Low Risk,template,2025-11-11T12:52:39.833086,0.676
EU_AI_Act_Art_34_3,Are there transparency requirements for Notified bodies shall make available and submit upon?,Low Risk,template,2025-11-11T12:52:39.833104,0.66
EU_AI_Act_Art_34_3,What are the obligations regarding Notified bodies shall make available and submit upon?,Low Risk,template,2025-11-11T12:52:39.833121,0.737
EU_AI_Act_Art_34_3,Can we process Notified bodies shall make available and submit upon data under this law?,Low Risk,template,2025-11-11T12:52:39.833139,0.625
EU_AI_Act_Art_34_3,Who is responsible for ensuring Notified bodies shall make available and submit upon compliance?,Low Risk,template,2025-11-11T12:52:39.833157,0.739
EU_AI_Act_Art_34_3,Does this law prohibit Notified bodies shall make available and submit upon?,Low Risk,template,2025-11-11T12:52:39.833173,0.606
EU_AI_Act_Art_34_3,What penalties apply if Notified bodies shall make available and submit upon is violated?,Low Risk,template,2025-11-11T12:52:39.833191,0.538
EU_AI_Act_Art_34_3,How can we meet EU_AI_Act_Art_34_3 requirements on Notified bodies shall make available and submit upon?,Low Risk,template,2025-11-11T12:52:39.833209,0.61
EU_AI_Act_Art_35_Intro,What does EU_AI_Act_Art_35_Intro say about Article 35 Identification numbers and lists of notified?,Low Risk,template,2025-11-11T12:52:40.215697,0.738
EU_AI_Act_Art_35_Intro,Do we need to comply with EU_AI_Act_Art_35_Intro when handling Article 35 Identification numbers and lists of notified?,Low Risk,template,2025-11-11T12:52:40.215737,0.673
EU_AI_Act_Art_35_Intro,Is Article 35 Identification numbers and lists of notified allowed under the EU_AI_Act_Art_35_Intro?,Low Risk,template,2025-11-11T12:52:40.215762,0.722
EU_AI_Act_Art_35_Intro,Are there transparency requirements for Article 35 Identification numbers and lists of notified?,Low Risk,template,2025-11-11T12:52:40.215787,0.73
EU_AI_Act_Art_35_Intro,What are the obligations regarding Article 35 Identification numbers and lists of notified?,Low Risk,template,2025-11-11T12:52:40.215825,0.788
EU_AI_Act_Art_35_Intro,Can we process Article 35 Identification numbers and lists of notified data under this law?,Low Risk,template,2025-11-11T12:52:40.215852,0.735
EU_AI_Act_Art_35_Intro,Who is responsible for ensuring Article 35 Identification numbers and lists of notified compliance?,Low Risk,template,2025-11-11T12:52:40.215877,0.717
EU_AI_Act_Art_35_Intro,Does this law prohibit Article 35 Identification numbers and lists of notified?,Low Risk,template,2025-11-11T12:52:40.215900,0.736
EU_AI_Act_Art_35_Intro,What penalties apply if Article 35 Identification numbers and lists of notified is violated?,Low Risk,template,2025-11-11T12:52:40.215925,0.662
EU_AI_Act_Art_35_Intro,How can we meet EU_AI_Act_Art_35_Intro requirements on Article 35 Identification numbers and lists of notified?,Low Risk,template,2025-11-11T12:52:40.215950,0.668
EU_AI_Act_Art_35_1,What does EU_AI_Act_Art_35_1 say about The Commission shall assign a single identification number?,Low Risk,template,2025-11-11T12:52:40.639338,0.681
EU_AI_Act_Art_35_1,Do we need to comply with EU_AI_Act_Art_35_1 when handling The Commission shall assign a single identification number?,Low Risk,template,2025-11-11T12:52:40.639380,0.672
EU_AI_Act_Art_35_1,Is The Commission shall assign a single identification number allowed under the EU_AI_Act_Art_35_1?,Low Risk,template,2025-11-11T12:52:40.639405,0.665
EU_AI_Act_Art_35_1,Are there transparency requirements for The Commission shall assign a single identification number?,Low Risk,template,2025-11-11T12:52:40.639428,0.702
EU_AI_Act_Art_35_1,What are the obligations regarding The Commission shall assign a single identification number?,Low Risk,template,2025-11-11T12:52:40.639452,0.753
EU_AI_Act_Art_35_1,Can we process The Commission shall assign a single identification number data under this law?,Low Risk,template,2025-11-11T12:52:40.639477,0.711
EU_AI_Act_Art_35_1,Who is responsible for ensuring The Commission shall assign a single identification number compliance?,Low Risk,template,2025-11-11T12:52:40.639501,0.701
EU_AI_Act_Art_35_1,Does this law prohibit The Commission shall assign a single identification number?,Low Risk,template,2025-11-11T12:52:40.639523,0.738
EU_AI_Act_Art_35_1,What penalties apply if The Commission shall assign a single identification number is violated?,Low Risk,template,2025-11-11T12:52:40.639542,0.651
EU_AI_Act_Art_35_1,How can we meet EU_AI_Act_Art_35_1 requirements on The Commission shall assign a single identification number?,Low Risk,template,2025-11-11T12:52:40.639561,0.634
EU_AI_Act_Art_35_2,What does EU_AI_Act_Art_35_2 say about The Commission shall make publicly available the list?,Low Risk,template,2025-11-11T12:52:41.078304,0.611
EU_AI_Act_Art_35_2,Do we need to comply with EU_AI_Act_Art_35_2 when handling The Commission shall make publicly available the list?,Low Risk,template,2025-11-11T12:52:41.078349,0.584
EU_AI_Act_Art_35_2,Is The Commission shall make publicly available the list allowed under the EU_AI_Act_Art_35_2?,Low Risk,template,2025-11-11T12:52:41.078375,0.582
EU_AI_Act_Art_35_2,Are there transparency requirements for The Commission shall make publicly available the list?,Low Risk,template,2025-11-11T12:52:41.078399,0.662
EU_AI_Act_Art_35_2,What are the obligations regarding The Commission shall make publicly available the list?,Low Risk,template,2025-11-11T12:52:41.078422,0.716
EU_AI_Act_Art_35_2,Can we process The Commission shall make publicly available the list data under this law?,Low Risk,template,2025-11-11T12:52:41.078446,0.667
EU_AI_Act_Art_35_2,Who is responsible for ensuring The Commission shall make publicly available the list compliance?,Low Risk,template,2025-11-11T12:52:41.078464,0.673
EU_AI_Act_Art_35_2,Does this law prohibit The Commission shall make publicly available the list?,Low Risk,template,2025-11-11T12:52:41.078481,0.649
EU_AI_Act_Art_35_2,What penalties apply if The Commission shall make publicly available the list is violated?,Low Risk,template,2025-11-11T12:52:41.078497,0.578
EU_AI_Act_Art_35_2,How can we meet EU_AI_Act_Art_35_2 requirements on The Commission shall make publicly available the list?,Low Risk,template,2025-11-11T12:52:41.078517,0.518
EU_AI_Act_Art_36_1,What does EU_AI_Act_Art_36_1 say about The notifying authority shall notify the Commission and?,Low Risk,template,2025-11-11T12:52:41.451125,0.757
EU_AI_Act_Art_36_1,Do we need to comply with EU_AI_Act_Art_36_1 when handling The notifying authority shall notify the Commission and?,Low Risk,template,2025-11-11T12:52:41.451146,0.716
EU_AI_Act_Art_36_1,Is The notifying authority shall notify the Commission and allowed under the EU_AI_Act_Art_36_1?,Low Risk,template,2025-11-11T12:52:41.451157,0.746
EU_AI_Act_Art_36_1,Are there transparency requirements for The notifying authority shall notify the Commission and?,Low Risk,template,2025-11-11T12:52:41.451167,0.698
EU_AI_Act_Art_36_1,What are the obligations regarding The notifying authority shall notify the Commission and?,Low Risk,template,2025-11-11T12:52:41.451176,0.776
EU_AI_Act_Art_36_1,Can we process The notifying authority shall notify the Commission and data under this law?,Low Risk,template,2025-11-11T12:52:41.451187,0.732
EU_AI_Act_Art_36_1,Who is responsible for ensuring The notifying authority shall notify the Commission and compliance?,Low Risk,template,2025-11-11T12:52:41.451197,0.756
EU_AI_Act_Art_36_1,Does this law prohibit The notifying authority shall notify the Commission and?,Low Risk,template,2025-11-11T12:52:41.451206,0.735
EU_AI_Act_Art_36_1,What penalties apply if The notifying authority shall notify the Commission and is violated?,Low Risk,template,2025-11-11T12:52:41.451216,0.708
EU_AI_Act_Art_36_1,How can we meet EU_AI_Act_Art_36_1 requirements on The notifying authority shall notify the Commission and?,Low Risk,template,2025-11-11T12:52:41.451226,0.695
EU_AI_Act_Art_36_2_Intro,What does EU_AI_Act_Art_36_2_Intro say about The procedures laid down in Articles 29 and?,Low Risk,template,2025-11-11T12:52:41.748191,0.547
EU_AI_Act_Art_36_2_Intro,Do we need to comply with EU_AI_Act_Art_36_2_Intro when handling The procedures laid down in Articles 29 and?,Low Risk,template,2025-11-11T12:52:41.748224,0.506
EU_AI_Act_Art_36_2_Intro,Is The procedures laid down in Articles 29 and allowed under the EU_AI_Act_Art_36_2_Intro?,Low Risk,template,2025-11-11T12:52:41.748242,0.516
EU_AI_Act_Art_36_2_Intro,Are there transparency requirements for The procedures laid down in Articles 29 and?,Low Risk,template,2025-11-11T12:52:41.748257,0.517
EU_AI_Act_Art_36_2_Intro,What are the obligations regarding The procedures laid down in Articles 29 and?,Low Risk,template,2025-11-11T12:52:41.748270,0.589
EU_AI_Act_Art_36_2_Intro,Can we process The procedures laid down in Articles 29 and data under this law?,Low Risk,template,2025-11-11T12:52:41.748285,0.474
EU_AI_Act_Art_36_2_Intro,Who is responsible for ensuring The procedures laid down in Articles 29 and compliance?,Low Risk,template,2025-11-11T12:52:41.748301,0.559
EU_AI_Act_Art_36_2_Intro,Does this law prohibit The procedures laid down in Articles 29 and?,Low Risk,template,2025-11-11T12:52:41.748317,0.446
EU_AI_Act_Art_36_2_Intro,What penalties apply if The procedures laid down in Articles 29 and is violated?,Low Risk,template,2025-11-11T12:52:41.748331,0.459
EU_AI_Act_Art_36_2_Intro,How can we meet EU_AI_Act_Art_36_2_Intro requirements on The procedures laid down in Articles 29 and?,Low Risk,template,2025-11-11T12:52:41.748346,0.507
EU_AI_Act_Art_36_29,What does EU_AI_Act_Art_36_29 say about shall apply 73 144 EN OJ L 12?,Low Risk,template,2025-11-11T12:52:42.018162,0.731
EU_AI_Act_Art_36_29,Do we need to comply with EU_AI_Act_Art_36_29 when handling shall apply 73 144 EN OJ L 12?,Low Risk,template,2025-11-11T12:52:42.018183,0.622
EU_AI_Act_Art_36_29,Is shall apply 73 144 EN OJ L 12 allowed under the EU_AI_Act_Art_36_29?,Low Risk,template,2025-11-11T12:52:42.018193,0.713
EU_AI_Act_Art_36_29,Are there transparency requirements for shall apply 73 144 EN OJ L 12?,Low Risk,template,2025-11-11T12:52:42.018203,0.681
EU_AI_Act_Art_36_29,What are the obligations regarding shall apply 73 144 EN OJ L 12?,Low Risk,template,2025-11-11T12:52:42.018212,0.763
EU_AI_Act_Art_36_29,Can we process shall apply 73 144 EN OJ L 12 data under this law?,Low Risk,template,2025-11-11T12:52:42.018222,0.616
EU_AI_Act_Art_36_29,Who is responsible for ensuring shall apply 73 144 EN OJ L 12 compliance?,Low Risk,template,2025-11-11T12:52:42.018232,0.696
EU_AI_Act_Art_36_29,Does this law prohibit shall apply 73 144 EN OJ L 12?,Low Risk,template,2025-11-11T12:52:42.018241,0.644
EU_AI_Act_Art_36_29,What penalties apply if shall apply 73 144 EN OJ L 12 is violated?,Low Risk,template,2025-11-11T12:52:42.018250,0.603
EU_AI_Act_Art_36_29,How can we meet EU_AI_Act_Art_36_29 requirements on shall apply 73 144 EN OJ L 12?,Low Risk,template,2025-11-11T12:52:42.018260,0.675
EU_AI_Act_Art_36_3,What does EU_AI_Act_Art_36_3 say about Where a notified body decides to cease its?,Low Risk,template,2025-11-11T12:52:42.292717,0.68
EU_AI_Act_Art_36_3,Do we need to comply with EU_AI_Act_Art_36_3 when handling Where a notified body decides to cease its?,Low Risk,template,2025-11-11T12:52:42.292740,0.666
EU_AI_Act_Art_36_3,Is Where a notified body decides to cease its allowed under the EU_AI_Act_Art_36_3?,Low Risk,template,2025-11-11T12:52:42.292753,0.684
EU_AI_Act_Art_36_3,Are there transparency requirements for Where a notified body decides to cease its?,Low Risk,template,2025-11-11T12:52:42.292764,0.666
EU_AI_Act_Art_36_3,What are the obligations regarding Where a notified body decides to cease its?,Low Risk,template,2025-11-11T12:52:42.292774,0.715
EU_AI_Act_Art_36_3,Can we process Where a notified body decides to cease its data under this law?,Low Risk,template,2025-11-11T12:52:42.292785,0.571
EU_AI_Act_Art_36_3,Who is responsible for ensuring Where a notified body decides to cease its compliance?,Low Risk,template,2025-11-11T12:52:42.292796,0.668
EU_AI_Act_Art_36_3,Does this law prohibit Where a notified body decides to cease its?,Low Risk,template,2025-11-11T12:52:42.292806,0.626
EU_AI_Act_Art_36_3,What penalties apply if Where a notified body decides to cease its is violated?,Low Risk,template,2025-11-11T12:52:42.292817,0.62
EU_AI_Act_Art_36_3,How can we meet EU_AI_Act_Art_36_3 requirements on Where a notified body decides to cease its?,Low Risk,template,2025-11-11T12:52:42.292827,0.684
EU_AI_Act_Art_36_4,What does EU_AI_Act_Art_36_4 say about Where a notifying authority has sufficient reason to?,Low Risk,template,2025-11-11T12:52:42.558813,0.689
EU_AI_Act_Art_36_4,Do we need to comply with EU_AI_Act_Art_36_4 when handling Where a notifying authority has sufficient reason to?,Low Risk,template,2025-11-11T12:52:42.558849,0.634
EU_AI_Act_Art_36_4,Is Where a notifying authority has sufficient reason to allowed under the EU_AI_Act_Art_36_4?,Low Risk,template,2025-11-11T12:52:42.558865,0.666
EU_AI_Act_Art_36_4,Are there transparency requirements for Where a notifying authority has sufficient reason to?,Low Risk,template,2025-11-11T12:52:42.558879,0.606
EU_AI_Act_Art_36_4,What are the obligations regarding Where a notifying authority has sufficient reason to?,Low Risk,template,2025-11-11T12:52:42.558892,0.684
EU_AI_Act_Art_36_4,Can we process Where a notifying authority has sufficient reason to data under this law?,Low Risk,template,2025-11-11T12:52:42.558906,0.517
EU_AI_Act_Art_36_4,Who is responsible for ensuring Where a notifying authority has sufficient reason to compliance?,Low Risk,template,2025-11-11T12:52:42.558919,0.604
EU_AI_Act_Art_36_4,Does this law prohibit Where a notifying authority has sufficient reason to?,Low Risk,template,2025-11-11T12:52:42.558933,0.596
EU_AI_Act_Art_36_4,What penalties apply if Where a notifying authority has sufficient reason to is violated?,Low Risk,template,2025-11-11T12:52:42.558948,0.635
EU_AI_Act_Art_36_4,How can we meet EU_AI_Act_Art_36_4 requirements on Where a notifying authority has sufficient reason to?,Low Risk,template,2025-11-11T12:52:42.558963,0.676
EU_AI_Act_Art_36_5,What does EU_AI_Act_Art_36_5 say about Where its designation has been suspended restricted or?,Low Risk,template,2025-11-11T12:52:42.848184,0.561
EU_AI_Act_Art_36_5,Do we need to comply with EU_AI_Act_Art_36_5 when handling Where its designation has been suspended restricted or?,Low Risk,template,2025-11-11T12:52:42.848213,0.552
EU_AI_Act_Art_36_5,Is Where its designation has been suspended restricted or allowed under the EU_AI_Act_Art_36_5?,Low Risk,template,2025-11-11T12:52:42.848228,0.524
EU_AI_Act_Art_36_5,Are there transparency requirements for Where its designation has been suspended restricted or?,Low Risk,template,2025-11-11T12:52:42.848243,0.6
EU_AI_Act_Art_36_5,What are the obligations regarding Where its designation has been suspended restricted or?,Low Risk,template,2025-11-11T12:52:42.848259,0.687
EU_AI_Act_Art_36_5,Can we process Where its designation has been suspended restricted or data under this law?,Low Risk,template,2025-11-11T12:52:42.848278,0.62
EU_AI_Act_Art_36_5,Who is responsible for ensuring Where its designation has been suspended restricted or compliance?,Low Risk,template,2025-11-11T12:52:42.848295,0.634
EU_AI_Act_Art_36_5,Does this law prohibit Where its designation has been suspended restricted or?,Low Risk,template,2025-11-11T12:52:42.848310,0.607
EU_AI_Act_Art_36_5,What penalties apply if Where its designation has been suspended restricted or is violated?,Low Risk,template,2025-11-11T12:52:42.848325,0.618
EU_AI_Act_Art_36_5,How can we meet EU_AI_Act_Art_36_5 requirements on Where its designation has been suspended restricted or?,Low Risk,template,2025-11-11T12:52:42.848341,0.489
EU_AI_Act_Art_36_6,What does EU_AI_Act_Art_36_6 say about In the event of the restriction suspension or?,Low Risk,template,2025-11-11T12:52:43.128105,0.511
EU_AI_Act_Art_36_6,Do we need to comply with EU_AI_Act_Art_36_6 when handling In the event of the restriction suspension or?,Low Risk,template,2025-11-11T12:52:43.128129,0.533
EU_AI_Act_Art_36_6,Is In the event of the restriction suspension or allowed under the EU_AI_Act_Art_36_6?,Low Risk,template,2025-11-11T12:52:43.128141,0.501
EU_AI_Act_Art_36_6,Are there transparency requirements for In the event of the restriction suspension or?,Low Risk,template,2025-11-11T12:52:43.128153,0.567
EU_AI_Act_Art_36_6,What are the obligations regarding In the event of the restriction suspension or?,Low Risk,template,2025-11-11T12:52:43.128164,0.609
EU_AI_Act_Art_36_6,Can we process In the event of the restriction suspension or data under this law?,Low Risk,template,2025-11-11T12:52:43.128175,0.611
EU_AI_Act_Art_36_6,Who is responsible for ensuring In the event of the restriction suspension or compliance?,Low Risk,template,2025-11-11T12:52:43.128188,0.629
EU_AI_Act_Art_36_6,Does this law prohibit In the event of the restriction suspension or?,Low Risk,template,2025-11-11T12:52:43.128199,0.514
EU_AI_Act_Art_36_6,What penalties apply if In the event of the restriction suspension or is violated?,Low Risk,template,2025-11-11T12:52:43.128210,0.481
EU_AI_Act_Art_36_6,How can we meet EU_AI_Act_Art_36_6 requirements on In the event of the restriction suspension or?,Low Risk,template,2025-11-11T12:52:43.128222,0.474
EU_AI_Act_Art_36_7_Intro,What does EU_AI_Act_Art_36_7_Intro say about In the event of the restriction suspension or?,Low Risk,template,2025-11-11T12:52:43.398782,0.569
EU_AI_Act_Art_36_7_Intro,Do we need to comply with EU_AI_Act_Art_36_7_Intro when handling In the event of the restriction suspension or?,Low Risk,template,2025-11-11T12:52:43.398805,0.574
EU_AI_Act_Art_36_7_Intro,Is In the event of the restriction suspension or allowed under the EU_AI_Act_Art_36_7_Intro?,Low Risk,template,2025-11-11T12:52:43.398816,0.601
EU_AI_Act_Art_36_7_Intro,Are there transparency requirements for In the event of the restriction suspension or?,Low Risk,template,2025-11-11T12:52:43.398827,0.664
EU_AI_Act_Art_36_7_Intro,What are the obligations regarding In the event of the restriction suspension or?,Low Risk,template,2025-11-11T12:52:43.398836,0.738
EU_AI_Act_Art_36_7_Intro,Can we process In the event of the restriction suspension or data under this law?,Low Risk,template,2025-11-11T12:52:43.398847,0.606
EU_AI_Act_Art_36_7_Intro,Who is responsible for ensuring In the event of the restriction suspension or compliance?,Low Risk,template,2025-11-11T12:52:43.398857,0.712
EU_AI_Act_Art_36_7_Intro,Does this law prohibit In the event of the restriction suspension or?,Low Risk,template,2025-11-11T12:52:43.398866,0.661
EU_AI_Act_Art_36_7_Intro,What penalties apply if In the event of the restriction suspension or is violated?,Low Risk,template,2025-11-11T12:52:43.398876,0.61
EU_AI_Act_Art_36_7_Intro,How can we meet EU_AI_Act_Art_36_7_Intro requirements on In the event of the restriction suspension or?,Low Risk,template,2025-11-11T12:52:43.398889,0.525
EU_AI_Act_Art_36_7a,What does EU_AI_Act_Art_36_7a say about assess the impact on the certificates issued by?,Low Risk,template,2025-11-11T12:52:43.669344,0.632
EU_AI_Act_Art_36_7a,Do we need to comply with EU_AI_Act_Art_36_7a when handling assess the impact on the certificates issued by?,Low Risk,template,2025-11-11T12:52:43.669373,0.581
EU_AI_Act_Art_36_7a,Is assess the impact on the certificates issued by allowed under the EU_AI_Act_Art_36_7a?,Low Risk,template,2025-11-11T12:52:43.669388,0.565
EU_AI_Act_Art_36_7a,Are there transparency requirements for assess the impact on the certificates issued by?,Low Risk,template,2025-11-11T12:52:43.669402,0.679
EU_AI_Act_Art_36_7a,What are the obligations regarding assess the impact on the certificates issued by?,Low Risk,template,2025-11-11T12:52:43.669440,0.757
EU_AI_Act_Art_36_7a,Can we process assess the impact on the certificates issued by data under this law?,Low Risk,template,2025-11-11T12:52:43.669457,0.707
EU_AI_Act_Art_36_7a,Who is responsible for ensuring assess the impact on the certificates issued by compliance?,Low Risk,template,2025-11-11T12:52:43.669475,0.696
EU_AI_Act_Art_36_7a,Does this law prohibit assess the impact on the certificates issued by?,Low Risk,template,2025-11-11T12:52:43.669490,0.709
EU_AI_Act_Art_36_7a,What penalties apply if assess the impact on the certificates issued by is violated?,Low Risk,template,2025-11-11T12:52:43.669504,0.65
EU_AI_Act_Art_36_7a,How can we meet EU_AI_Act_Art_36_7a requirements on assess the impact on the certificates issued by?,Low Risk,template,2025-11-11T12:52:43.669521,0.549
EU_AI_Act_Art_36_7b,What does EU_AI_Act_Art_36_7b say about submit a report on its findings to the?,Low Risk,template,2025-11-11T12:52:43.957840,0.515
EU_AI_Act_Art_36_7b,Do we need to comply with EU_AI_Act_Art_36_7b when handling submit a report on its findings to the?,Low Risk,template,2025-11-11T12:52:43.957870,0.47
EU_AI_Act_Art_36_7b,Is submit a report on its findings to the allowed under the EU_AI_Act_Art_36_7b?,Low Risk,template,2025-11-11T12:52:43.957886,0.496
EU_AI_Act_Art_36_7b,Are there transparency requirements for submit a report on its findings to the?,Low Risk,template,2025-11-11T12:52:43.957900,0.492
EU_AI_Act_Art_36_7b,What are the obligations regarding submit a report on its findings to the?,Low Risk,template,2025-11-11T12:52:43.957916,0.551
EU_AI_Act_Art_36_7b,Can we process submit a report on its findings to the data under this law?,Low Risk,template,2025-11-11T12:52:43.957933,0.448
EU_AI_Act_Art_36_7b,Who is responsible for ensuring submit a report on its findings to the compliance?,Low Risk,template,2025-11-11T12:52:43.957950,0.553
EU_AI_Act_Art_36_7b,Does this law prohibit submit a report on its findings to the?,Low Risk,template,2025-11-11T12:52:43.957964,0.418
EU_AI_Act_Art_36_7b,What penalties apply if submit a report on its findings to the is violated?,Low Risk,template,2025-11-11T12:52:43.957979,0.454
EU_AI_Act_Art_36_7b,How can we meet EU_AI_Act_Art_36_7b requirements on submit a report on its findings to the?,Low Risk,template,2025-11-11T12:52:43.957995,0.495
EU_AI_Act_Art_36_7c,What does EU_AI_Act_Art_36_7c say about require the notified body to suspend or withdraw?,Low Risk,template,2025-11-11T12:52:44.237508,0.66
EU_AI_Act_Art_36_7c,Do we need to comply with EU_AI_Act_Art_36_7c when handling require the notified body to suspend or withdraw?,Low Risk,template,2025-11-11T12:52:44.237539,0.638
EU_AI_Act_Art_36_7c,Is require the notified body to suspend or withdraw allowed under the EU_AI_Act_Art_36_7c?,Low Risk,template,2025-11-11T12:52:44.237558,0.648
EU_AI_Act_Art_36_7c,Are there transparency requirements for require the notified body to suspend or withdraw?,Low Risk,template,2025-11-11T12:52:44.237590,0.603
EU_AI_Act_Art_36_7c,What are the obligations regarding require the notified body to suspend or withdraw?,Low Risk,template,2025-11-11T12:52:44.237604,0.641
EU_AI_Act_Art_36_7c,Can we process require the notified body to suspend or withdraw data under this law?,Low Risk,template,2025-11-11T12:52:44.237640,0.601
EU_AI_Act_Art_36_7c,Who is responsible for ensuring require the notified body to suspend or withdraw compliance?,Low Risk,template,2025-11-11T12:52:44.237659,0.649
EU_AI_Act_Art_36_7c,Does this law prohibit require the notified body to suspend or withdraw?,Low Risk,template,2025-11-11T12:52:44.237673,0.577
EU_AI_Act_Art_36_7c,What penalties apply if require the notified body to suspend or withdraw is violated?,Low Risk,template,2025-11-11T12:52:44.237687,0.554
EU_AI_Act_Art_36_7c,How can we meet EU_AI_Act_Art_36_7c requirements on require the notified body to suspend or withdraw?,Low Risk,template,2025-11-11T12:52:44.237703,0.701
EU_AI_Act_Art_36_7d,What does EU_AI_Act_Art_36_7d say about inform the Commission and the Member States about?,Low Risk,template,2025-11-11T12:52:44.509029,0.386
EU_AI_Act_Art_36_7d,Do we need to comply with EU_AI_Act_Art_36_7d when handling inform the Commission and the Member States about?,Low Risk,template,2025-11-11T12:52:44.509057,0.411
EU_AI_Act_Art_36_7d,Is inform the Commission and the Member States about allowed under the EU_AI_Act_Art_36_7d?,Low Risk,template,2025-11-11T12:52:44.509072,0.406
EU_AI_Act_Art_36_7d,Are there transparency requirements for inform the Commission and the Member States about?,Low Risk,template,2025-11-11T12:52:44.509086,0.455
EU_AI_Act_Art_36_7d,What are the obligations regarding inform the Commission and the Member States about?,Low Risk,template,2025-11-11T12:52:44.509100,0.562
EU_AI_Act_Art_36_7d,Can we process inform the Commission and the Member States about data under this law?,Low Risk,template,2025-11-11T12:52:44.509116,0.401
EU_AI_Act_Art_36_7d,Who is responsible for ensuring inform the Commission and the Member States about compliance?,Low Risk,template,2025-11-11T12:52:44.509133,0.51
EU_AI_Act_Art_36_7d,Does this law prohibit inform the Commission and the Member States about?,Low Risk,template,2025-11-11T12:52:44.509149,0.486
EU_AI_Act_Art_36_7d,What penalties apply if inform the Commission and the Member States about is violated?,Low Risk,template,2025-11-11T12:52:44.509165,0.571
EU_AI_Act_Art_36_7d,How can we meet EU_AI_Act_Art_36_7d requirements on inform the Commission and the Member States about?,Low Risk,template,2025-11-11T12:52:44.509182,0.422
EU_AI_Act_Art_36_7e,What does EU_AI_Act_Art_36_7e say about provide the national competent authorities of the Member?,Low Risk,template,2025-11-11T12:52:44.780201,0.431
EU_AI_Act_Art_36_7e,Do we need to comply with EU_AI_Act_Art_36_7e when handling provide the national competent authorities of the Member?,Low Risk,template,2025-11-11T12:52:44.780222,0.433
EU_AI_Act_Art_36_7e,Is provide the national competent authorities of the Member allowed under the EU_AI_Act_Art_36_7e?,Low Risk,template,2025-11-11T12:52:44.780233,0.448
EU_AI_Act_Art_36_7e,Are there transparency requirements for provide the national competent authorities of the Member?,Low Risk,template,2025-11-11T12:52:44.780243,0.499
EU_AI_Act_Art_36_7e,What are the obligations regarding provide the national competent authorities of the Member?,Low Risk,template,2025-11-11T12:52:44.780252,0.617
EU_AI_Act_Art_36_7e,Can we process provide the national competent authorities of the Member data under this law?,Low Risk,template,2025-11-11T12:52:44.780263,0.497
EU_AI_Act_Art_36_7e,Who is responsible for ensuring provide the national competent authorities of the Member compliance?,Low Risk,template,2025-11-11T12:52:44.780273,0.579
EU_AI_Act_Art_36_7e,Does this law prohibit provide the national competent authorities of the Member?,Low Risk,template,2025-11-11T12:52:44.780282,0.502
EU_AI_Act_Art_36_7e,What penalties apply if provide the national competent authorities of the Member is violated?,Low Risk,template,2025-11-11T12:52:44.780292,0.56
EU_AI_Act_Art_36_7e,How can we meet EU_AI_Act_Art_36_7e requirements on provide the national competent authorities of the Member?,Low Risk,template,2025-11-11T12:52:44.780302,0.45
EU_AI_Act_Art_36_8_Intro,What does EU_AI_Act_Art_36_8_Intro say about With the exception of certificates unduly issued and?,Low Risk,template,2025-11-11T12:52:45.077969,0.551
EU_AI_Act_Art_36_8_Intro,Do we need to comply with EU_AI_Act_Art_36_8_Intro when handling With the exception of certificates unduly issued and?,Low Risk,template,2025-11-11T12:52:45.077998,0.569
EU_AI_Act_Art_36_8_Intro,Is With the exception of certificates unduly issued and allowed under the EU_AI_Act_Art_36_8_Intro?,Low Risk,template,2025-11-11T12:52:45.078014,0.614
EU_AI_Act_Art_36_8_Intro,Are there transparency requirements for With the exception of certificates unduly issued and?,Low Risk,template,2025-11-11T12:52:45.078030,0.6
EU_AI_Act_Art_36_8_Intro,What are the obligations regarding With the exception of certificates unduly issued and?,Low Risk,template,2025-11-11T12:52:45.078047,0.734
EU_AI_Act_Art_36_8_Intro,Can we process With the exception of certificates unduly issued and data under this law?,Low Risk,template,2025-11-11T12:52:45.078064,0.616
